Parameter,Label,Value,Bridge,Run,Polarization,Churn_Rate,Revenue,Avg_Frustration,Active_Users
NUM_ISSUES,Number of Issues (N),5.0,False,4,0.9591146306995918,0.436,112.80000000000001,0.7340425531914894,282.0
NUM_ISSUES,Number of Issues (N),5.0,True,0,0.990783608802257,0.004,199.20000000000002,0.5863453815261044,498.0
NUM_ISSUES,Number of Issues (N),5.0,True,1,0.990758826796834,0.004,199.20000000000002,0.5963855421686747,498.0
NUM_ISSUES,Number of Issues (N),5.0,True,2,0.9925558985428479,0.004,199.20000000000002,0.7048192771084337,498.0
NUM_ISSUES,Number of Issues (N),5.0,True,3,0.9933386099815781,0.002,199.60000000000002,0.6593186372745491,499.0
NUM_ISSUES,Number of Issues (N),5.0,True,4,0.9797825065647277,0.006,198.8,0.5030181086519114,497.0
TRUST_INFLUENCE,Trust Influence (α),0.0,False,0,0.9953985465532528,0.36,128.0,1.290625,320.0
TRUST_INFLUENCE,Trust Influence (α),0.0,False,1,0.9766764008250769,0.368,126.4,0.870253164556962,316.0
TRUST_INFLUENCE,Trust Influence (α),0.0,False,2,0.9669266466372876,0.39,122.0,1.1672131147540983,305.0
TRUST_INFLUENCE,Trust Influence (α),0.0,False,3,0.9145696479614734,0.396,120.80000000000001,0.8245033112582781,302.0
TRUST_INFLUENCE,Trust Influence (α),0.0,False,4,0.9901826742598173,0.36,128.0,1.04375,320.0
TRUST_INFLUENCE,Trust Influence (α),0.0,True,0,0.9935702254106348,0.006,198.8,0.5090543259557344,497.0
TRUST_INFLUENCE,Trust Influence (α),0.0,True,1,0.990574147310863,0.002,199.60000000000002,0.6653306613226453,499.0
TRUST_INFLUENCE,Trust Influence (α),0.0,True,2,0.9959642549205482,0.006,198.8,0.5613682092555332,497.0
TRUST_INFLUENCE,Trust Influence (α),0.0,True,3,0.9920607456014681,0.002,199.60000000000002,0.6032064128256514,499.0
TRUST_INFLUENCE,Trust Influence (α),0.0,True,4,0.9906145720052312,0.006,198.8,0.5070422535211268,497.0
TRUST_INFLUENCE,Trust Influence (α),0.1,False,0,0.988441064256878,0.38,124.0,0.832258064516129,310.0
TRUST_INFLUENCE,Trust Influence (α),0.1,False,1,0.9746932573189127,0.394,121.2,0.8844884488448845,303.0
TRUST_INFLUENCE,Trust Influence (α),0.1,False,2,0.982257773983602,0.382,123.60000000000001,1.103559870550162,309.0
TRUST_INFLUENCE,Trust Influence (α),0.1,False,3,0.9435246786653441,0.39,122.0,1.1639344262295082,305.0
TRUST_INFLUENCE,Trust Influence (α),0.1,False,4,0.9921720634369808,0.374,125.2,0.9552715654952076,313.0
TRUST_INFLUENCE,Trust Influence (α),0.1,True,0,0.9936474541510479,0.002,199.60000000000002,0.5671342685370742,499.0
TRUST_INFLUENCE,Trust Influence (α),0.1,True,1,0.9921732928513399,0.0,200.0,0.618,500.0
TRUST_INFLUENCE,Trust Influence (α),0.1,True,2,0.9941948524564573,0.0,200.0,0.704,500.0
TRUST_INFLUENCE,Trust Influence (α),0.1,True,3,0.9818131823199462,0.002,199.60000000000002,0.56312625250501,499.0
TRUST_INFLUENCE,Trust Influence (α),0.1,True,4,0.9933261590856209,0.002,199.60000000000002,0.5571142284569138,499.0
TRUST_INFLUENCE,Trust Influence (α),0.2,False,0,0.9770236551261602,0.36,128.0,1.084375,320.0
TRUST_INFLUENCE,Trust Influence (α),0.2,False,1,0.9893283019012614,0.36,128.0,0.953125,320.0
TRUST_INFLUENCE,Trust Influence (α),0.2,False,2,0.9668069908858973,0.39,122.0,1.0491803278688525,305.0
TRUST_INFLUENCE,Trust Influence (α),0.2,False,3,0.945595521515785,0.392,121.60000000000001,1.0032894736842106,304.0
TRUST_INFLUENCE,Trust Influence (α),0.2,False,4,0.9876483186275647,0.362,127.60000000000001,0.9435736677115988,319.0
TRUST_INFLUENCE,Trust Influence (α),0.2,True,0,0.9918561819059762,0.002,199.60000000000002,0.5110220440881763,499.0
TRUST_INFLUENCE,Trust Influence (α),0.2,True,1,0.9924880043309874,0.004,199.20000000000002,0.6124497991967871,498.0
TRUST_INFLUENCE,Trust Influence (α),0.2,True,2,0.9917887451552161,0.002,199.60000000000002,0.625250501002004,499.0
TRUST_INFLUENCE,Trust Influence (α),0.2,True,3,0.9825562752057664,0.006,198.8,0.5271629778672032,497.0
TRUST_INFLUENCE,Trust Influence (α),0.3,False,0,0.9920409374855134,0.358,128.4,0.7227414330218068,321.0
TRUST_INFLUENCE,Trust Influence (α),0.2,True,4,0.9958634016863026,0.0,200.0,0.538,500.0
TRUST_INFLUENCE,Trust Influence (α),0.3,False,1,0.980508909988553,0.364,127.2,0.8176100628930818,318.0
TRUST_INFLUENCE,Trust Influence (α),0.3,False,2,0.9835518167234711,0.37,126.0,1.2857142857142858,315.0
TRUST_INFLUENCE,Trust Influence (α),0.3,False,3,0.8975013666431232,0.378,124.4,0.8327974276527331,311.0
TRUST_INFLUENCE,Trust Influence (α),0.3,False,4,0.975651160744616,0.37,126.0,0.9841269841269841,315.0
TRUST_INFLUENCE,Trust Influence (α),0.3,True,0,0.9907638682407038,0.002,199.60000000000002,0.5971943887775552,499.0
TRUST_INFLUENCE,Trust Influence (α),0.3,True,1,0.990450946289628,0.0,200.0,0.528,500.0
TRUST_INFLUENCE,Trust Influence (α),0.3,True,2,0.9888836660373408,0.004,199.20000000000002,0.5180722891566265,498.0
TRUST_INFLUENCE,Trust Influence (α),0.3,True,3,0.9806894211989944,0.004,199.20000000000002,0.6485943775100401,498.0
TRUST_INFLUENCE,Trust Influence (α),0.5,False,0,0.9868553217751215,0.346,130.8,0.8501529051987767,327.0
TRUST_INFLUENCE,Trust Influence (α),0.3,True,4,0.9882901081572081,0.004,199.20000000000002,0.5522088353413654,498.0
TRUST_INFLUENCE,Trust Influence (α),0.5,False,1,0.9751610323565294,0.336,132.8,1.213855421686747,332.0
TRUST_INFLUENCE,Trust Influence (α),0.5,False,2,0.9835924075865266,0.368,126.4,0.9177215189873418,316.0
TRUST_INFLUENCE,Trust Influence (α),0.5,False,3,0.8976424139811964,0.382,123.60000000000001,0.8576051779935275,309.0
TRUST_INFLUENCE,Trust Influence (α),0.5,False,4,0.9740789079688341,0.36,128.0,0.9375,320.0
TRUST_INFLUENCE,Trust Influence (α),0.5,True,0,0.9866287931895202,0.006,198.8,0.4768611670020121,497.0
TRUST_INFLUENCE,Trust Influence (α),0.5,True,1,0.9856520544274174,0.0,200.0,0.51,500.0
TRUST_INFLUENCE,Trust Influence (α),0.5,True,2,0.9919392270751919,0.002,199.60000000000002,0.48296593186372744,499.0
TRUST_INFLUENCE,Trust Influence (α),0.5,True,3,0.9891289062366758,0.006,198.8,0.5392354124748491,497.0
TRUST_INFLUENCE,Trust Influence (α),0.8,False,0,0.9798496177867078,0.32,136.0,1.1823529411764706,340.0
TRUST_INFLUENCE,Trust Influence (α),0.5,True,4,0.9872361939347555,0.002,199.60000000000002,0.5531062124248497,499.0
TRUST_INFLUENCE,Trust Influence (α),0.8,False,1,0.9913010045049686,0.332,133.6,0.8892215568862275,334.0
TRUST_INFLUENCE,Trust Influence (α),0.8,False,2,0.9893273263341433,0.35,130.0,1.1446153846153846,325.0
TRUST_INFLUENCE,Trust Influence (α),0.8,False,3,0.9152876884673858,0.35,130.0,0.8215384615384616,325.0
TRUST_INFLUENCE,Trust Influence (α),0.8,False,4,0.9740856895332481,0.332,133.6,1.1047904191616766,334.0
TRUST_INFLUENCE,Trust Influence (α),0.8,True,0,0.9818431965610295,0.002,199.60000000000002,0.4248496993987976,499.0
TRUST_INFLUENCE,Trust Influence (α),0.8,True,1,0.9840434806755868,0.004,199.20000000000002,0.5421686746987951,498.0
TRUST_INFLUENCE,Trust Influence (α),0.8,True,2,0.991659838497986,0.0,200.0,0.542,500.0
TRUST_INFLUENCE,Trust Influence (α),0.8,True,3,0.9853280635300508,0.002,199.60000000000002,0.5150300601202404,499.0
BRIDGE_EFFICACY,Bridge Efficacy,0.0,False,0,0.9953985465532528,0.36,128.0,1.290625,320.0
BRIDGE_EFFICACY,Bridge Efficacy,0.0,False,1,0.9766764008250769,0.368,126.4,0.870253164556962,316.0
BRIDGE_EFFICACY,Bridge Efficacy,0.0,False,2,0.9669266466372876,0.39,122.0,1.1672131147540983,305.0
TRUST_INFLUENCE,Trust Influence (α),0.8,True,4,0.977228749546051,0.0,200.0,0.418,500.0
BRIDGE_EFFICACY,Bridge Efficacy,0.0,False,3,0.9145696479614734,0.396,120.80000000000001,0.8245033112582781,302.0
BRIDGE_EFFICACY,Bridge Efficacy,0.0,False,4,0.9901826742598173,0.36,128.0,1.04375,320.0
BRIDGE_EFFICACY,Bridge Efficacy,0.0,True,0,0.9851184835846599,0.382,123.60000000000001,0.9805825242718447,309.0
BRIDGE_EFFICACY,Bridge Efficacy,0.0,True,1,0.9617889150326557,0.376,124.80000000000001,0.9326923076923077,312.0
BRIDGE_EFFICACY,Bridge Efficacy,0.0,True,2,0.9935368645947024,0.37,126.0,1.2952380952380953,315.0
BRIDGE_EFFICACY,Bridge Efficacy,0.0,True,3,0.9401593768893054,0.392,121.60000000000001,0.9671052631578947,304.0
BRIDGE_EFFICACY,Bridge Efficacy,0.0,True,4,0.9834226840364231,0.378,124.4,1.022508038585209,311.0
BRIDGE_EFFICACY,Bridge Efficacy,0.2,False,0,0.9953985465532528,0.36,128.0,1.290625,320.0
BRIDGE_EFFICACY,Bridge Efficacy,0.2,False,1,0.9766764008250769,0.368,126.4,0.870253164556962,316.0
BRIDGE_EFFICACY,Bridge Efficacy,0.2,False,2,0.9669266466372876,0.39,122.0,1.1672131147540983,305.0
BRIDGE_EFFICACY,Bridge Efficacy,0.2,False,3,0.9145696479614734,0.396,120.80000000000001,0.8245033112582781,302.0
BRIDGE_EFFICACY,Bridge Efficacy,0.2,False,4,0.9901826742598173,0.36,128.0,1.04375,320.0
BRIDGE_EFFICACY,Bridge Efficacy,0.2,True,0,0.9893383227587642,0.166,166.8,1.3237410071942446,417.0
BRIDGE_EFFICACY,Bridge Efficacy,0.2,True,1,0.993388406214746,0.186,162.8,1.095823095823096,407.0
BRIDGE_EFFICACY,Bridge Efficacy,0.2,True,2,0.9914130973138284,0.192,161.60000000000002,1.1856435643564356,404.0
BRIDGE_EFFICACY,Bridge Efficacy,0.2,True,3,0.9783339612509983,0.168,166.4,0.9759615384615384,416.0
BRIDGE_EFFICACY,Bridge Efficacy,0.2,True,4,0.9867129967224739,0.2,160.0,1.18,400.0
BRIDGE_EFFICACY,Bridge Efficacy,0.4,False,0,0.9953985465532528,0.36,128.0,1.290625,320.0
BRIDGE_EFFICACY,Bridge Efficacy,0.4,False,1,0.9766764008250769,0.368,126.4,0.870253164556962,316.0
BRIDGE_EFFICACY,Bridge Efficacy,0.4,False,2,0.9669266466372876,0.39,122.0,1.1672131147540983,305.0
BRIDGE_EFFICACY,Bridge Efficacy,0.4,False,3,0.9145696479614734,0.396,120.80000000000001,0.8245033112582781,302.0
BRIDGE_EFFICACY,Bridge Efficacy,0.4,False,4,0.9901826742598173,0.36,128.0,1.04375,320.0
BRIDGE_EFFICACY,Bridge Efficacy,0.4,True,0,0.9922028137992486,0.02,196.0,0.7612244897959184,490.0
BRIDGE_EFFICACY,Bridge Efficacy,0.4,True,1,0.9939154651663381,0.014,197.20000000000002,0.7038539553752535,493.0
BRIDGE_EFFICACY,Bridge Efficacy,0.4,True,2,0.9935384947889226,0.018,196.4,0.7026476578411406,491.0
BRIDGE_EFFICACY,Bridge Efficacy,0.4,True,3,0.9873511876714051,0.006,198.8,0.869215291750503,497.0
BRIDGE_EFFICACY,Bridge Efficacy,0.4,True,4,0.9933336130885186,0.012,197.60000000000002,0.6700404858299596,494.0
BRIDGE_EFFICACY,Bridge Efficacy,0.6,False,0,0.9953985465532528,0.36,128.0,1.290625,320.0
BRIDGE_EFFICACY,Bridge Efficacy,0.6,False,1,0.9766764008250769,0.368,126.4,0.870253164556962,316.0
BRIDGE_EFFICACY,Bridge Efficacy,0.6,False,2,0.9669266466372876,0.39,122.0,1.1672131147540983,305.0
BRIDGE_EFFICACY,Bridge Efficacy,0.6,False,3,0.9145696479614734,0.396,120.80000000000001,0.8245033112582781,302.0
BRIDGE_EFFICACY,Bridge Efficacy,0.6,False,4,0.9901826742598173,0.36,128.0,1.04375,320.0
BRIDGE_EFFICACY,Bridge Efficacy,0.6,True,0,0.991590355154284,0.0,200.0,0.344,500.0
BRIDGE_EFFICACY,Bridge Efficacy,0.6,True,1,0.9926742169354278,0.0,200.0,0.334,500.0
BRIDGE_EFFICACY,Bridge Efficacy,0.6,True,2,0.9932175951687617,0.0,200.0,0.342,500.0
BRIDGE_EFFICACY,Bridge Efficacy,0.6,True,3,0.9782499357930596,0.0,200.0,0.326,500.0
BRIDGE_EFFICACY,Bridge Efficacy,0.8,False,0,0.9953985465532528,0.36,128.0,1.290625,320.0
BRIDGE_EFFICACY,Bridge Efficacy,0.6,True,4,0.9889931104461035,0.0,200.0,0.27,500.0
BRIDGE_EFFICACY,Bridge Efficacy,0.8,False,1,0.9766764008250769,0.368,126.4,0.870253164556962,316.0
BRIDGE_EFFICACY,Bridge Efficacy,0.8,False,2,0.9669266466372876,0.39,122.0,1.1672131147540983,305.0
BRIDGE_EFFICACY,Bridge Efficacy,0.8,False,3,0.9145696479614734,0.396,120.80000000000001,0.8245033112582781,302.0
BRIDGE_EFFICACY,Bridge Efficacy,0.8,False,4,0.9901826742598173,0.36,128.0,1.04375,320.0
BRIDGE_EFFICACY,Bridge Efficacy,0.8,True,0,0.9867201949629902,0.0,200.0,0.086,500.0
BRIDGE_EFFICACY,Bridge Efficacy,0.8,True,1,0.9774283985706222,0.0,200.0,0.114,500.0
BRIDGE_EFFICACY,Bridge Efficacy,0.8,True,2,0.9932781822651052,0.0,200.0,0.128,500.0
BRIDGE_EFFICACY,Bridge Efficacy,0.8,True,3,0.9512567000847867,0.0,200.0,0.114,500.0
BRIDGE_EFFICACY,Bridge Efficacy,1.0,False,0,0.9953985465532528,0.36,128.0,1.290625,320.0
BRIDGE_EFFICACY,Bridge Efficacy,0.8,True,4,0.994721809521747,0.0,200.0,0.1,500.0
BRIDGE_EFFICACY,Bridge Efficacy,1.0,False,1,0.9766764008250769,0.368,126.4,0.870253164556962,316.0
BRIDGE_EFFICACY,Bridge Efficacy,1.0,False,2,0.9669266466372876,0.39,122.0,1.1672131147540983,305.0
BRIDGE_EFFICACY,Bridge Efficacy,1.0,False,3,0.9145696479614734,0.396,120.80000000000001,0.8245033112582781,302.0
BRIDGE_EFFICACY,Bridge Efficacy,1.0,False,4,0.9901826742598173,0.36,128.0,1.04375,320.0
BRIDGE_EFFICACY,Bridge Efficacy,1.0,True,0,4.900756233957553e-06,0.0,500.0,0.0,500.0
BRIDGE_EFFICACY,Bridge Efficacy,1.0,True,1,7.045506311580512e-06,0.0,500.0,0.0,500.0
BRIDGE_EFFICACY,Bridge Efficacy,1.0,True,2,2.080886905256085e-05,0.0,500.0,0.0,500.0
BRIDGE_EFFICACY,Bridge Efficacy,1.0,True,3,6.172673664575855e-06,0.0,500.0,0.0,500.0
BA_EDGE_PARAM,BA Edge Parameter (m),1.0,False,0,0.9985237092348815,0.374,125.2,0.6900958466453674,313.0
BRIDGE_EFFICACY,Bridge Efficacy,1.0,True,4,9.026232145498277e-06,0.0,500.0,0.0,500.0
BA_EDGE_PARAM,BA Edge Parameter (m),1.0,False,1,0.9924770882395271,0.342,131.6,0.5896656534954408,329.0
BA_EDGE_PARAM,BA Edge Parameter (m),1.0,False,2,0.9837833468036609,0.362,127.60000000000001,0.6144200626959248,319.0
BA_EDGE_PARAM,BA Edge Parameter (m),1.0,False,3,0.9944276006392134,0.366,126.80000000000001,0.807570977917981,317.0
BA_EDGE_PARAM,BA Edge Parameter (m),1.0,False,4,0.9992407304704158,0.384,123.2,1.0389610389610389,308.0
BA_EDGE_PARAM,BA Edge Parameter (m),1.0,True,0,0.9902253756352565,0.018,196.4,0.8879837067209776,491.0
BA_EDGE_PARAM,BA Edge Parameter (m),1.0,True,1,0.9990061838392655,0.012,197.60000000000002,0.888663967611336,494.0
BA_EDGE_PARAM,BA Edge Parameter (m),1.0,True,2,0.9907725744079111,0.016,196.8,0.758130081300813,492.0
BA_EDGE_PARAM,BA Edge Parameter (m),1.0,True,3,0.9979846446150157,0.016,196.8,0.8150406504065041,492.0
BA_EDGE_PARAM,BA Edge Parameter (m),1.0,True,4,0.9996494339495301,0.018,196.4,0.8065173116089613,491.0
BA_EDGE_PARAM,BA Edge Parameter (m),2.0,False,0,0.9933736930467589,0.416,116.80000000000001,0.7534246575342466,292.0
BA_EDGE_PARAM,BA Edge Parameter (m),2.0,False,1,0.9855559573291671,0.38,124.0,1.0161290322580645,310.0
BA_EDGE_PARAM,BA Edge Parameter (m),2.0,False,2,0.9926453707706466,0.366,126.80000000000001,0.8454258675078864,317.0
BA_EDGE_PARAM,BA Edge Parameter (m),2.0,False,3,0.969984870395064,0.356,128.8,0.8944099378881988,322.0
BA_EDGE_PARAM,BA Edge Parameter (m),2.0,False,4,0.9688966072113305,0.382,123.60000000000001,0.6828478964401294,309.0
BA_EDGE_PARAM,BA Edge Parameter (m),2.0,True,0,0.9893355063465052,0.02,196.0,0.7285714285714285,490.0
BA_EDGE_PARAM,BA Edge Parameter (m),2.0,True,1,0.9963856044591297,0.01,198.0,0.7474747474747475,495.0
BA_EDGE_PARAM,BA Edge Parameter (m),2.0,True,2,0.9984410296116915,0.002,199.60000000000002,0.6472945891783567,499.0
BA_EDGE_PARAM,BA Edge Parameter (m),2.0,True,3,0.9906513632934887,0.006,198.8,0.6519114688128773,497.0
BA_EDGE_PARAM,BA Edge Parameter (m),2.0,True,4,0.9879512070257709,0.008,198.4,0.592741935483871,496.0
BA_EDGE_PARAM,BA Edge Parameter (m),3.0,False,0,0.9953985465532528,0.36,128.0,1.290625,320.0
BA_EDGE_PARAM,BA Edge Parameter (m),3.0,False,1,0.9766764008250769,0.368,126.4,0.870253164556962,316.0
BA_EDGE_PARAM,BA Edge Parameter (m),3.0,False,2,0.9669266466372876,0.39,122.0,1.1672131147540983,305.0
BA_EDGE_PARAM,BA Edge Parameter (m),3.0,False,3,0.9145696479614734,0.396,120.80000000000001,0.8245033112582781,302.0
BA_EDGE_PARAM,BA Edge Parameter (m),3.0,False,4,0.9901826742598173,0.36,128.0,1.04375,320.0
BA_EDGE_PARAM,BA Edge Parameter (m),3.0,True,0,0.9935702254106348,0.006,198.8,0.5090543259557344,497.0
BA_EDGE_PARAM,BA Edge Parameter (m),3.0,True,1,0.990574147310863,0.002,199.60000000000002,0.6653306613226453,499.0
BA_EDGE_PARAM,BA Edge Parameter (m),3.0,True,2,0.9959642549205482,0.006,198.8,0.5613682092555332,497.0
BA_EDGE_PARAM,BA Edge Parameter (m),3.0,True,3,0.9920607456014681,0.002,199.60000000000002,0.6032064128256514,499.0
BA_EDGE_PARAM,BA Edge Parameter (m),3.0,True,4,0.9906145720052312,0.006,198.8,0.5070422535211268,497.0
BA_EDGE_PARAM,BA Edge Parameter (m),5.0,False,0,0.9617805417258701,0.392,121.60000000000001,1.5855263157894737,304.0
BA_EDGE_PARAM,BA Edge Parameter (m),5.0,False,1,0.9733732025411134,0.366,126.80000000000001,1.2555205047318612,317.0
BA_EDGE_PARAM,BA Edge Parameter (m),5.0,False,2,0.979789529717753,0.406,118.80000000000001,1.3602693602693603,297.0
BA_EDGE_PARAM,BA Edge Parameter (m),5.0,False,3,0.8568287918937284,0.466,106.80000000000001,1.0449438202247192,267.0
BA_EDGE_PARAM,BA Edge Parameter (m),5.0,False,4,0.9787589607327396,0.38,124.0,1.3129032258064517,310.0
BA_EDGE_PARAM,BA Edge Parameter (m),5.0,True,0,0.9929691744222671,0.0,200.0,0.612,500.0
BA_EDGE_PARAM,BA Edge Parameter (m),5.0,True,1,0.9882073944398636,0.002,199.60000000000002,0.4969939879759519,499.0
BA_EDGE_PARAM,BA Edge Parameter (m),5.0,True,2,0.9943737597442946,0.002,199.60000000000002,0.5410821643286573,499.0
BA_EDGE_PARAM,BA Edge Parameter (m),5.0,True,3,0.9891700666988069,0.0,200.0,0.512,500.0
BA_EDGE_PARAM,BA Edge Parameter (m),5.0,True,4,0.9940973042801413,0.0,200.0,0.594,500.0
BA_EDGE_PARAM,BA Edge Parameter (m),8.0,False,0,0.9755034886727932,0.416,116.80000000000001,1.952054794520548,292.0
BA_EDGE_PARAM,BA Edge Parameter (m),8.0,False,1,0.9397949064615245,0.418,116.4,1.697594501718213,291.0
BA_EDGE_PARAM,BA Edge Parameter (m),8.0,False,2,0.9021901482444872,0.446,110.80000000000001,1.5054151624548737,277.0
BA_EDGE_PARAM,BA Edge Parameter (m),8.0,False,3,0.4512376948242069,0.524,238.0,0.44537815126050423,238.0
BA_EDGE_PARAM,BA Edge Parameter (m),8.0,False,4,0.9881895778740898,0.426,114.80000000000001,1.2961672473867596,287.0
BA_EDGE_PARAM,BA Edge Parameter (m),8.0,True,0,0.9949676994323242,0.0,200.0,0.59,500.0
BA_EDGE_PARAM,BA Edge Parameter (m),8.0,True,1,0.9880454250437041,0.0,200.0,0.548,500.0
BA_EDGE_PARAM,BA Edge Parameter (m),8.0,True,2,0.9935836244147004,0.0,200.0,0.546,500.0
BA_EDGE_PARAM,BA Edge Parameter (m),8.0,True,3,0.9819997988990311,0.0,200.0,0.462,500.0
BA_EDGE_PARAM,BA Edge Parameter (m),8.0,True,4,0.9899091635014523,0.0,200.0,0.656,500.0
